# id node_number1 node_number2 value
512 14560 14568 3.576
513 14560 14569 6.036
514 14560 14570 6.078
515 14560 14571 4.074
516 14560 14572 4.818
517 14560 14573 1.68
518 14560 14574 3.18
519 14560 14575 1.326
520 14560 14576 2.058
521 14560 14577 1.554
522 14560 14578 6.546
523 14560 14579 7.338
524 14560 14580 12.732
525 14560 14581 7.506
526 14561 14546 3.732
527 14561 14547 3.774
528 14561 14548 7.878
529 14561 14549 5.46
530 14561 14550 4.74
531 14561 14551 3.342
532 14561 14552 1.776
533 14561 14553 2.208
534 14561 14554 2.058
535 14561 14555 4.158
536 14561 14556 8.976
537 14561 14557 2.172
538 14561 14558 1.554
539 14561 14559 3.126
540 14561 14560 2.832
541 14561 14562 1.806
542 14561 14563 5.178
543 14561 14564 12.978
544 14561 14565 6.798
545 14561 14566 10.104
546 14561 14567 1.116
547 14561 14568 1.596
548 14561 14569 2.52
549 14561 14570 2.55
550 14561 14571 1.974
551 14561 14572 2.142
552 14561 14573 0.81
553 14561 14574 1.83
554 14561 14575 0.78
555 14561 14576 1.152
556 14561 14577 0.798
557 14561 14578 3.66
558 14561 14579 4.302
559 14561 14580 6.438
560 14561 14581 3.918
561 14562 14546 5.436
562 14562 14547 5.31
563 14562 14548 11.274
564 14562 14549 6.804
565 14562 14550 7.818
566 14562 14551 5.472
567 14562 14552 2.622
568 14562 14553 2.526
569 14562 14554 2.982
570 14562 14555 5.874
571 14562 14556 12.534
572 14562 14557 3.384
573 14562 14558 2.406
574 14562 14559 4.242
575 14562 14560 4.548
576 14562 14561 1.8
577 14562 14563 6.492
578 14562 14564 18.198
579 14562 14565 8.28
580 14562 14566 12.99
581 14562 14567 1.488
582 14562 14568 2.64
583 14562 14569 3.648
584 14562 14570 3.648
585 14562 14571 2.778
586 14562 14572 3.198
587 14562 14573 1.182
588 14562 14574 2.676
589 14562 14575 1.02
590 14562 14576 1.584
591 14562 14577 1.188
592 14562 14578 5.202
593 14562 14579 6.144
594 14562 14580 9.426
595 14562 14581 6.18
596 14563 14546 8.778
597 14563 14547 6.084
598 14563 14548 11.778
599 14563 14549 9.918
600 14563 14550 17.436
601 14563 14551 14.268
602 14563 14552 7.68
603 14563 14553 5.526
604 14563 14554 3.618
605 14563 14555 14.016
606 14563 14556 29.586
607 14563 14557 4.914
608 14563 14558 4.278
609 14563 14559 8.802
610 14563 14560 11.508
611 14563 14561 5.232
612 14563 14562 6.564
613 14563 14564 16.026
614 14563 14565 16.65
615 14563 14566 14.274
616 14563 14567 1.674
617 14563 14568 2.124
618 14563 14569 4.722
619 14563 14570 6.348
620 14563 14571 6.132
621 14563 14572 3.924
622 14563 14573 1.146
623 14563 14574 7.962
624 14563 14575 2.718
625 14563 14576 4.8
626 14563 14577 2.112
627 14563 14578 9.852
628 14563 14579 15.858
629 14563 14580 13.164
630 14563 14581 9.39
631 14564 14546 16.902
632 14564 14547 7.446
633 14564 14548 14.28
634 14564 14549 15.372
635 14564 14550 37.806
636 14564 14551 29.04
637 14564 14552 17.574
638 14564 14553 10.668
639 14564 14554 5.976
640 14564 14555 30.108
641 14564 14556 65.868
642 14564 14557 9.504
643 14564 14558 11.274
644 14564 14559 24.384
645 14564 14560 28.392
646 14564 14561 13.212
647 14564 14562 18.618
648 14564 14563 16.212
649 14564 14565 36.75
650 14564 14566 18.822
651 14564 14567 1.584
652 14564 14568 3.48
653 14564 14569 6.042
654 14564 14570 11.946
655 14564 14571 13.878
656 14564 14572 7.992
657 14564 14573 2.082
658 14564 14574 21.27
659 14564 14575 5.946
660 14564 14576 10.41
661 14564 14577 3.384
662 14564 14578 17.964
663 14564 14579 30.084
664 14564 14580 19.842
665 14564 14581 16.164
666 14565 14546 12.702
667 14565 14547 11.202
668 14565 14548 21.642
669 14565 14549 15.744
670 14565 14550 24.792
671 14565 14551 19.794
672 14565 14552 9.648
673 14565 14553 7.566
674 14565 14554 6.282
675 14565 14555 20.412
676 14565 14556 47.124
677 14565 14557 9.72
678 14565 14558 7.584
679 14565 14559 13.032
680 14565 14560 18.114
681 14565 14561 6.732
682 14565 14562 8.358
683 14565 14563 16.404
684 14565 14564 36.204
685 14565 14566 22.836
686 14565 14567 3.096
687 14565 14568 5.586
688 14565 14569 7.602
689 14565 14570 8.826
690 14565 14571 8.124
691 14565 14572 7.62
692 14565 14573 2.802
693 14565 14574 10.134
694 14565 14575 4.08
695 14565 14576 5.898
696 14565 14577 3.342
697 14565 14578 13.908
698 14565 14579 22.428
699 14565 14580 18.288
700 14565 14581 14.772
701 14566 14546 12.972
702 14566 14547 5.31
703 14566 14548 9.474
704 14566 14549 12.462
705 14566 14550 32.508
706 14566 14551 25.242
707 14566 14552 15.258
708 14566 14553 9.894
709 14566 14554 5.082
710 14566 14555 27.762
711 14566 14556 61.62
712 14566 14557 7.266
713 14566 14558 9.204
714 14566 14559 19.026
715 14566 14560 24.432
716 14566 14561 10.308
717 14566 14562 13.356
718 14566 14563 14.484
719 14566 14564 18.972
720 14566 14565 23.244
721 14566 14567 0.918
722 14566 14568 2.502
723 14566 14569 3.564
724 14566 14570 8.418
725 14566 14571 10.44
726 14566 14572 6.408
727 14566 14573 2.082
728 14566 14574 17.502
729 14566 14575 7.032
730 14566 14576 9.612
731 14566 14577 3.462
732 14566 14578 16.002
733 14566 14579 28.584
734 14566 14580 12.774
735 14566 14581 11.514
736 14567 14546 1.458
737 14567 14547 0.57
738 14567 14548 0.804
739 14567 14549 2.37
740 14567 14550 5.58
741 14567 14551 3.648
742 14567 14552 2.154
743 14567 14553 1.926
744 14567 14554 0.78
745 14567 14555 4.008
746 14567 14556 8.184
747 14567 14557 0.792
748 14567 14558 1.35
749 14567 14559 3.168
750 14567 14560 3.942
751 14567 14561 1.584
752 14567 14562 2.436
753 14567 14563 2.346
754 14567 14564 2.412
755 14567 14565 4.38
756 14567 14566 1.362
757 14567 14568 2.52
758 14567 14569 5.814
759 14567 14570 16.26
760 14567 14571 21.708
761 14567 14572 11.772
762 14567 14573 3.48
763 14567 14574 28.164
764 14567 14575 12.93
765 14567 14576 18.672
766 14567 14577 4.764
767 14567 14578 2.538
768 14567 14579 3.69
769 14567 14580 1.644
770 14567 14581 1.344
771 14568 14546 2.94
772 14568 14547 1.212
773 14568 14548 1.812
774 14568 14549 3.774
775 14568 14550 8.628
776 14568 14551 6.36
777 14568 14552 3.75
778 14568 14553 3.102
779 14568 14554 1.23
780 14568 14555 7.332
781 14568 14556 14.328
782 14568 14557 1.26
783 14568 14558 1.518
784 14568 14559 4.482
785 14568 14560 5.22
786 14568 14561 2.496
787 14568 14562 3.834
788 14568 14563 3.144
789 14568 14564 4.332
790 14568 14565 8.52
791 14568 14566 2.916
792 14568 14567 2.652
793 14568 14569 15.078
794 14568 14570 33.666
795 14568 14571 38.544
796 14568 14572 15.396
797 14568 14573 5.43
798 14568 14574 51.072
799 14568 14575 25.77
800 14568 14576 31.2
801 14568 14577 11.262
802 14568 14578 5.286
803 14568 14579 7.302
804 14568 14580 3.684
805 14568 14581 2.802
806 14569 14546 6.126
807 14569 14547 1.788
808 14569 14548 3.288
809 14569 14549 5.316
810 14569 14550 12.504
811 14569 14551 8.334
812 14569 14552 4.56
813 14569 14553 3.828
814 14569 14554 1.632
815 14569 14555 8.16
816 14569 14556 15.9
817 14569 14557 2.67
818 14569 14558 3.414
819 14569 14559 7.86
820 14569 14560 9.15
821 14569 14561 3.672
822 14569 14562 5.508
823 14569 14563 6.396
824 14569 14564 7.338
825 14569 14565 10.788
826 14569 14566 4.068
827 14569 14567 6.546
828 14569 14568 15.48
829 14569 14570 46.224
830 14569 14571 58.404
831 14569 14572 35.994
832 14569 14573 12.156
833 14569 14574 84.246
834 14569 14575 36.462
835 14569 14576 54.9
836 14569 14577 16.002
837 14569 14578 6.738
838 14569 14579 9.786
839 14569 14580 4.452
840 14569 14581 3.45
841 14570 14546 4.782
842 14570 14547 3.138
843 14570 14548 6.354
844 14570 14549 6.492
845 14570 14550 11.436
846 14570 14551 8.118
847 14570 14552 4.218
848 14570 14553 3.792
849 14570 14554 1.998
850 14570 14555 7.848
851 14570 14556 14.82
852 14570 14557 3.222
853 14570 14558 3.282
854 14570 14559 7.494
855 14570 14560 8.124
856 14570 14561 3.48
857 14570 14562 4.788
858 14570 14563 7.02
859 14570 14564 10.35
860 14570 14565 10.818
861 14570 14566 6.78
862 14570 14567 18.054
863 14570 14568 38.958
864 14570 14569 51.12
865 14570 14571 75.864
866 14570 14572 52.17
867 14570 14573 21.162
868 14570 14574 65.778
869 14570 14575 33.534
870 14570 14576 45.024
871 14570 14577 21.9
872 14570 14578 5.802
873 14570 14579 7.704
874 14570 14580 5.094
875 14570 14581 3.654
876 14571 14546 4.14
877 14571 14547 2.526
878 14571 14548 5.46
879 14571 14549 3.798
880 14571 14550 6.558
881 14571 14551 5.25
882 14571 14552 2.826
883 14571 14553 1.854
884 14571 14554 1.386
885 14571 14555 4.698
886 14571 14556 9.66
887 14571 14557 2.43
888 14571 14558 2.406
889 14571 14559 5.382
890 14571 14560 4.896
891 14571 14561 2.316
892 14571 14562 3.324
893 14571 14563 5.676
894 14571 14564 10.878
895 14571 14565 8.598
896 14571 14566 7.98
897 14571 14567 26.04
898 14571 14568 43.722
899 14571 14569 68.274
900 14571 14570 81.036
901 14571 14572 42.546
902 14571 14573 15.372
903 14571 14574 76.464
904 14571 14575 17.334
905 14571 14576 33.9
906 14571 14577 22.86
907 14571 14578 4.794
908 14571 14579 6.402
909 14571 14580 5.268
910 14571 14581 3.894
911 14572 14546 4.428
912 14572 14547 1.986
913 14572 14548 3.762
914 14572 14549 4.26
915 14572 14550 9.204
916 14572 14551 6.66
917 14572 14552 3.78
918 14572 14553 2.832
919 14572 14554 1.428
920 14572 14555 6.792
921 14572 14556 13.626
922 14572 14557 2.25
923 14572 14558 2.58
924 14572 14559 6.594
925 14572 14560 6.768
926 14572 14561 2.964
927 14572 14562 4.434
928 14572 14563 4.566
929 14572 14564 7.47
930 14572 14565 9.696
931 14572 14566 5.496
932 14572 14567 13.02
933 14572 14568 17.532
934 14572 14569 39.168
935 14572 14570 50.472
936 14572 14571 39.252
937 14572 14573 9.858
938 14572 14574 65.112
939 14572 14575 26.274
940 14572 14576 35.76
941 14572 14577 18.858
942 14572 14578 5.79
943 14572 14579 8.058
944 14572 14580 4.8
945 14572 14581 3.672
946 14573 14546 1.536
947 14573 14547 0.624
948 14573 14548 1.218
949 14573 14549 1.35
950 14573 14550 3.318
951 14573 14551 2.364
952 14573 14552 1.464
953 14573 14553 0.942
954 14573 14554 0.51
955 14573 14555 2.466
956 14573 14556 5.286
957 14573 14557 0.798
958 14573 14558 0.9
959 14573 14559 2.082
960 14573 14560 2.49
961 14573 14561 1.056
962 14573 14562 1.734
963 14573 14563 1.296
964 14573 14564 2.064
965 14573 14565 3.468
966 14573 14566 1.938
967 14573 14567 4.098
968 14573 14568 5.988
969 14573 14569 13.392
970 14573 14570 21.114
971 14573 14571 13.902
972 14573 14572 10.02
973 14573 14574 29.43
974 14573 14575 6.432
975 14573 14576 13.482
976 14573 14577 5.142
977 14573 14578 1.956
978 14573 14579 3.312
979 14573 14580 1.806
980 14573 14581 1.458
981 14574 14546 2.97
982 14574 14547 2.43
983 14574 14548 5.124
984 14574 14549 2.31
985 14574 14550 4.32
986 14574 14551 3.936
987 14574 14552 2.274
988 14574 14553 0.834
989 14574 14554 0.942
990 14574 14555 2.994
991 14574 14556 7.32
992 14574 14557 2.376
993 14574 14558 2.13
994 14574 14559 4.746
995 14574 14560 3.402
996 14574 14561 1.842
997 14574 14562 2.742
998 14574 14563 6.462
999 14574 14564 15.24
1000 14574 14565 8.826
1001 14574 14566 12.03
1002 14574 14567 31.626
1003 14574 14568 61.29
1004 14574 14569 97.668
1005 14574 14570 75.006
1006 14574 14571 83.07
1007 14574 14572 75.438
1008 14574 14573 32.1
1009 14574 14575 24.372
1010 14574 14576 27.708
1011 14574 14577 25.206
1012 14574 14578 4.248
1013 14574 14579 5.094
1014 14574 14580 7.182
1015 14574 14581 5.46
1016 14575 14546 1.374
1017 14575 14547 1.314
1018 14575 14548 2.916
1019 14575 14549 1.338
1020 14575 14550 1.554
1021 14575 14551 1.548
1022 14575 14552 0.81
1023 14575 14553 0.378
1024 14575 14554 0.6
1025 14575 14555 1.116
1026 14575 14556 2.592
1027 14575 14557 1.044
1028 14575 14558 0.852
1029 14575 14559 1.722
1030 14575 14560 1.146
1031 14575 14561 0.648
1032 14575 14562 0.882
1033 14575 14563 1.98
1034 14575 14564 4.134
1035 14575 14565 3.24
1036 14575 14566 4.932
1037 14575 14567 15.618
1038 14575 14568 29.718
1039 14575 14569 43.836
1040 14575 14570 39.168
1041 14575 14571 19.866
1042 14575 14572 30.51
1043 14575 14573 7.62
1044 14575 14574 25.212
1045 14575 14576 11.622
1046 14575 14577 7.788
1047 14575 14578 1.026
1048 14575 14579 1.26
1049 14575 14580 2.76
1050 14575 14581 1.986
1051 14576 14546 2.058
1052 14576 14547 1.704
1053 14576 14548 3.666
1054 14576 14549 1.872
1055 14576 14550 3.066
1056 14576 14551 2.49
1057 14576 14552 1.446
1058 14576 14553 0.66
1059 14576 14554 0.714
1060 14576 14555 1.98
1061 14576 14556 4.776
1062 14576 14557 1.518
1063 14576 14558 1.338
1064 14576 14559 2.868
1065 14576 14560 2.31
1066 14576 14561 1.152
1067 14576 14562 1.698
1068 14576 14563 3.888
1069 14576 14564 7.548
1070 14576 14565 5.124
1071 14576 14566 6.666
1072 14576 14567 20.952
1073 14576 14568 37.398
1074 14576 14569 63.426
1075 14576 14570 51.024
1076 14576 14571 36.066
1077 14576 14572 41.238
1078 14576 14573 14.586
1079 14576 14574 27.42
1080 14576 14575 10.824
1081 14576 14577 14.454
1082 14576 14578 2.478
1083 14576 14579 3.426
1084 14576 14580 3.858
1085 14576 14581 2.886
1086 14577 14546 1.374
1087 14577 14547 0.66
1088 14577 14548 1.32
1089 14577 14549 1.008
1090 14577 14550 2.748
1091 14577 14551 2.142
1092 14577 14552 1.332
1093 14577 14553 0.618
1094 14577 14554 0.444
1095 14577 14555 2.052
1096 14577 14556 4.662
1097 14577 14557 0.798
1098 14577 14558 0.966
1099 14577 14559 2.292
1100 14577 14560 2.13
1101 14577 14561 1.002
1102 14577 14562 1.62
1103 14577 14563 2.166
1104 14577 14564 2.958
1105 14577 14565 3.846
1106 14577 14566 2.892
1107 14577 14567 5.676
1108 14577 14568 12.648
1109 14577 14569 18.252
1110 14577 14570 22.74
1111 14577 14571 21.594
1112 14577 14572 19.92
1113 14577 14573 5.424
1114 14577 14574 23.424
1115 14577 14575 6.636
1116 14577 14576 13.614
1117 14577 14578 1.674
1118 14577 14579 2.31
1119 14577 14580 2.22
1120 14577 14581 1.692
1121 14578 14546 5.496
1122 14578 14547 5.4
1123 14578 14548 11.004
1124 14578 14549 6.012
1125 14578 14550 8.874
1126 14578 14551 7.896
1127 14578 14552 4.602
1128 14578 14553 2.16
1129 14578 14554 2.502
1130 14578 14555 6.618
1131 14578 14556 16.512
1132 14578 14557 4.62
1133 14578 14558 4.02
1134 14578 14559 8.79
1135 14578 14560 6.57
1136 14578 14561 3.564
1137 14578 14562 5.214
1138 14578 14563 9.624
1139 14578 14564 17.628
1140 14578 14565 13.788
1141 14578 14566 15.672
1142 14578 14567 1.788
1143 14578 14568 3.354
1144 14578 14569 4.668
1145 14578 14570 4.164
1146 14578 14571 4.194
1147 14578 14572 4.038
1148 14578 14573 1.518
1149 14578 14574 3.762
1150 14578 14575 1.308
1151 14578 14576 2.232
