# id node_number1 node_number2 value
423 14585 14616 4.872
424 14585 14617 2.652
425 14585 14618 0.792
426 14585 14619 2.472
427 14585 14620 2.817
428 14585 14621 2.202
429 14585 14622 3.129
430 14585 14623 2.238
431 14585 14624 0.732
432 14585 14625 0.366
433 14585 14626 0.72
434 14585 14627 0.678
435 14585 14628 0.753
436 14585 14629 0.72
437 14585 14630 0.786
438 14585 14631 1.188
439 14585 14632 1.128
440 14585 14633 0.255
441 14585 14634 0.471
442 14585 14635 0.783
443 14585 14636 0.267
444 14585 14637 1.851
445 14585 14638 1.263
446 14585 14639 2.997
447 14585 14640 0.51
448 14585 14641 0.876
449 14585 14642 0.828
450 14585 14643 1.455
451 14585 14644 1.833
452 14585 14645 0.906
453 14585 14646 0.837
454 14585 14647 2.676
455 14585 14648 1.29
456 14585 14649 1.302
457 14585 14650 1.233
458 14585 14651 0.15
459 14585 14652 0.45
460 14585 14653 2.658
461 14585 14654 1.788
462 14585 14655 0.906
463 14585 14656 0.741
464 14585 14657 0.558
465 14585 14658 0.756
466 14585 14659 0.63
467 14585 14660 1.236
468 14585 14661 0.324
469 14585 14662 0.024
470 14585 14663 0.735
471 14585 14664 0.273
472 14585 14665 0.132
473 14585 14666 0.036
474 14585 14667 0.762
475 14585 14668 0.744
476 14585 14669 0.138
477 14585 14670 0.033
478 14585 14671 2.043
479 14585 14672 1.851
480 14585 14673 1.578
481 14585 14674 0.906
482 14585 14675 0.342
483 14585 14676 1.176
484 14585 14677 0.084
485 14585 14678 0.033
486 14586 14581 4.674
487 14586 14582 3.741
488 14586 14583 9.03
489 14586 14584 6.786
490 14586 14585 5.226
491 14586 14587 2.37
492 14586 14588 2.778
493 14586 14589 2.016
494 14586 14590 4.353
495 14586 14591 10.599
496 14586 14592 2.52
497 14586 14593 2.013
498 14586 14594 4.455
499 14586 14595 3.318
500 14586 14596 1.629
501 14586 14597 2.748
502 14586 14598 6.984
503 14586 14599 14.271
504 14586 14600 9.828
505 14586 14601 12.375
506 14586 14602 1.287
507 14586 14603 2.034
508 14586 14604 2.916
509 14586 14605 3.024
510 14586 14606 2.412
511 14586 14607 2.394
512 14586 14608 0.939
513 14586 14609 1.872
514 14586 14610 1.014
515 14586 14611 1.2
516 14586 14612 0.915
517 14586 14613 3.954
518 14586 14614 4.935
519 14586 14615 6.882
520 14586 14616 4.293
521 14586 14617 2.859
522 14586 14618 0.747
523 14586 14619 2.745
524 14586 14620 2.796
525 14586 14621 2.535
526 14586 14622 3.3
527 14586 14623 2.679
528 14586 14624 0.726
529 14586 14625 0.441
530 14586 14626 0.804
531 14586 14627 0.912
532 14586 14628 0.81
533 14586 14629 1.011
534 14586 14630 0.888
535 14586 14631 1.803
536 14586 14632 1.308
537 14586 14633 0.366
538 14586 14634 0.543
539 14586 14635 0.792
540 14586 14636 0.363
541 14586 14637 1.482
542 14586 14638 1.275
543 14586 14639 2.886
544 14586 14640 0.582
545 14586 14641 0.786
546 14586 14642 0.897
547 14586 14643 1.509
548 14586 14644 2.07
549 14586 14645 1.074
550 14586 14646 0.78
551 14586 14647 2.967
552 14586 14648 1.305
553 14586 14649 1.635
554 14586 14650 1.212
555 14586 14651 0.159
556 14586 14652 0.405
557 14586 14653 2.715
558 14586 14654 2.01
559 14586 14655 0.993
560 14586 14656 0.891
561 14586 14657 0.711
562 14586 14658 1.038
563 14586 14659 0.765
564 14586 14660 1.599
565 14586 14661 0.54
566 14586 14662 0.24
567 14586 14663 0.915
568 14586 14664 0.414
569 14586 14665 0.444
570 14586 14666 0.135
571 14586 14667 0.948
572 14586 14668 1.116
573 14586 14669 0.321
574 14586 14670 0.12
575 14586 14671 2.166
576 14586 14672 2.004
577 14586 14673 2.022
578 14586 14674 0.747
579 14586 14675 0.306
580 14586 14676 1.311
581 14586 14677 0.324
582 14586 14678 0.123
583 14587 14581 2.568
584 14587 14582 2.538
585 14587 14583 5.205
586 14587 14584 3.471
587 14587 14585 3.537
588 14587 14586 2.364
589 14587 14588 1.383
590 14587 14589 1.527
591 14587 14590 2.358
592 14587 14591 4.947
593 14587 14592 1.677
594 14587 14593 1.305
595 14587 14594 2.511
596 14587 14595 2.157
597 14587 14596 0.885
598 14587 14597 1.317
599 14587 14598 3.804
600 14587 14599 8.607
601 14587 14600 4.797
602 14587 14601 7.425
603 14587 14602 0.66
604 14587 14603 1.305
605 14587 14604 1.488
606 14587 14605 1.671
607 14587 14606 1.119
608 14587 14607 1.434
609 14587 14608 0.483
610 14587 14609 1.29
611 14587 14610 0.408
612 14587 14611 0.78
613 14587 14612 0.471
614 14587 14613 2.304
615 14587 14614 2.796
616 14587 14615 4.365
617 14587 14616 2.709
618 14587 14617 1.548
619 14587 14618 0.417
620 14587 14619 1.545
621 14587 14620 1.539
622 14587 14621 1.455
623 14587 14622 1.938
624 14587 14623 1.545
625 14587 14624 0.45
626 14587 14625 0.264
627 14587 14626 0.495
628 14587 14627 0.564
629 14587 14628 0.564
630 14587 14629 0.606
631 14587 14630 0.735
632 14587 14631 1.119
633 14587 14632 0.933
634 14587 14633 0.246
635 14587 14634 0.402
636 14587 14635 0.639
637 14587 14636 0.288
638 14587 14637 0.627
639 14587 14638 0.528
640 14587 14639 1.269
641 14587 14640 0.306
642 14587 14641 0.366
643 14587 14642 0.42
644 14587 14643 0.861
645 14587 14644 1.185
646 14587 14645 0.558
647 14587 14646 0.486
648 14587 14647 1.713
649 14587 14648 0.885
650 14587 14649 0.942
651 14587 14650 0.777
652 14587 14651 0.135
653 14587 14652 0.267
654 14587 14653 1.977
655 14587 14654 0.987
656 14587 14655 0.744
657 14587 14656 0.477
658 14587 14657 0.582
659 14587 14658 0.573
660 14587 14659 0.654
661 14587 14660 0.948
662 14587 14661 0.546
663 14587 14662 0.234
664 14587 14663 0.669
665 14587 14664 0.291
666 14587 14665 0.462
667 14587 14666 0.237
668 14587 14667 0.663
669 14587 14668 0.789
670 14587 14669 0.306
671 14587 14670 0.222
672 14587 14671 1.374
673 14587 14672 1.164
674 14587 14673 1.41
675 14587 14674 0.564
676 14587 14675 0.231
677 14587 14676 0.819
678 14587 14677 0.342
679 14587 14678 0.192
680 14588 14581 2.067
681 14588 14582 2.226
682 14588 14583 5.343
683 14588 14584 2.553
684 14588 14585 2.994
685 14588 14586 2.868
686 14588 14587 1.383
687 14588 14589 0.864
688 14588 14590 2.577
689 14588 14591 5.463
690 14588 14592 1.62
691 14588 14593 1.194
692 14588 14594 2.343
693 14588 14595 2.139
694 14588 14596 1.11
695 14588 14597 1.269
696 14588 14598 2.733
697 14588 14599 5.238
698 14588 14600 3.84
699 14588 14601 4.845
700 14588 14602 0.678
701 14588 14603 0.972
702 14588 14604 1.32
703 14588 14605 1.275
704 14588 14606 0.798
705 14588 14607 0.939
706 14588 14608 0.36
707 14588 14609 0.306
708 14588 14610 0.252
709 14588 14611 0.252
710 14588 14612 0.249
711 14588 14613 1.122
712 14588 14614 1.083
713 14588 14615 2.337
714 14588 14616 1.233
715 14588 14617 1.002
716 14588 14618 0.294
717 14588 14619 0.864
718 14588 14620 1.206
719 14588 14621 0.867
720 14588 14622 1.026
721 14588 14623 0.771
722 14588 14624 0.231
723 14588 14625 0.102
724 14588 14626 0.222
725 14588 14627 0.201
726 14588 14628 0.144
727 14588 14629 0.234
728 14588 14630 0.141
729 14588 14631 0.417
730 14588 14632 0.261
731 14588 14633 0.066
732 14588 14634 0.075
733 14588 14635 0.165
734 14588 14636 0.027
735 14588 14637 0.585
736 14588 14638 0.417
737 14588 14639 1.02
738 14588 14640 0.159
739 14588 14641 0.273
740 14588 14642 0.249
741 14588 14643 0.453
742 14588 14644 0.537
743 14588 14645 0.321
744 14588 14646 0.21
745 14588 14647 0.87
746 14588 14648 0.276
747 14588 14649 0.402
748 14588 14650 0.318
749 14588 14651 0.003
750 14588 14652 0.111
751 14588 14653 0.627
752 14588 14654 0.468
753 14588 14655 0.165
754 14588 14656 0.162
755 14588 14657 0.099
756 14588 14658 0.168
757 14588 14659 0.081
758 14588 14660 0.084
759 14588 14661 0.012
760 14588 14662 0.012
761 14588 14663 0.027
762 14588 14664 0.006
763 14588 14665 0.018
764 14588 14666 0.009
765 14588 14667 0.075
766 14588 14668 0.018
767 14588 14669 0.015
768 14588 14670 0.012
769 14588 14671 0.531
770 14588 14672 0.261
771 14588 14673 0.351
772 14588 14674 0.111
773 14588 14675 0.036
774 14588 14676 0.165
775 14588 14677 0.018
776 14588 14678 0.015
777 14589 14581 1.761
778 14589 14582 0.846
779 14589 14583 2.223
780 14589 14584 1.689
781 14589 14585 2.835
782 14589 14586 2.031
783 14589 14587 1.617
784 14589 14588 0.873
785 14589 14590 2.106
786 14589 14591 6.204
787 14589 14592 0.951
788 14589 14593 1.041
789 14589 14594 2.067
790 14589 14595 2.208
791 14589 14596 1.038
792 14589 14597 1.59
793 14589 14598 1.809
794 14589 14599 3.009
795 14589 14600 3.153
796 14589 14601 2.529
797 14589 14602 0.243
798 14589 14603 0.453
799 14589 14604 0.585
800 14589 14605 1.02
801 14589 14606 0.726
802 14589 14607 0.666
803 14589 14608 0.21
804 14589 14609 0.648
805 14589 14610 0.378
806 14589 14611 0.48
807 14589 14612 0.201
808 14589 14613 1.263
809 14589 14614 1.746
810 14589 14615 1.569
811 14589 14616 1.062
812 14589 14617 1.713
813 14589 14618 0.36
814 14589 14619 1.503
815 14589 14620 1.611
816 14589 14621 1.509
817 14589 14622 1.584
818 14589 14623 1.458
819 14589 14624 0.264
820 14589 14625 0.192
821 14589 14626 0.348
822 14589 14627 0.441
823 14589 14628 0.387
824 14589 14629 0.297
825 14589 14630 0.441
826 14589 14631 0.51
827 14589 14632 0.609
828 14589 14633 0.087
829 14589 14634 0.231
830 14589 14635 0.096
831 14589 14636 0.123
832 14589 14637 0.762
833 14589 14638 0.582
834 14589 14639 1.251
835 14589 14640 0.315
836 14589 14641 0.267
837 14589 14642 0.438
838 14589 14643 0.69
839 14589 14644 0.996
840 14589 14645 0.381
841 14589 14646 0.492
842 14589 14647 0.909
843 14589 14648 0.675
844 14589 14649 0.534
845 14589 14650 0.714
846 14589 14651 0.009
847 14589 14652 0.057
848 14589 14653 1.404
849 14589 14654 0.6
850 14589 14655 0.39
851 14589 14656 0.21
852 14589 14657 0.261
853 14589 14658 0.255
854 14589 14659 0.246
855 14589 14660 0.309
856 14589 14661 0.015
857 14589 14662 0.009
858 14589 14663 0.18
859 14589 14664 0.015
860 14589 14665 0.021
861 14589 14666 0.015
862 14589 14667 0.27
863 14589 14668 0.021
864 14589 14669 0.018
865 14589 14670 0.012
866 14589 14671 0.792
867 14589 14672 0.645
868 14589 14673 0.717
869 14589 14674 0.081
870 14589 14675 0.042
871 14589 14676 0.3
872 14589 14677 0.015
873 14589 14678 0.012
874 14590 14581 4.302
875 14590 14582 5.19
876 14590 14583 10.506
877 14590 14584 7.419
878 14590 14585 5.682
879 14590 14586 4.347
880 14590 14587 2.337
881 14590 14588 2.466
882 14590 14589 2.073
883 14590 14591 7.935
884 14590 14592 3.651
885 14590 14593 2.817
886 14590 14594 5.715
887 14590 14595 4.017
888 14590 14596 2.01
889 14590 14597 2.922
890 14590 14598 6.837
891 14590 14599 14.748
892 14590 14600 10.11
893 14590 14601 13.581
894 14590 14602 1.407
895 14590 14603 2.331
896 14590 14604 2.748
897 14590 14605 2.727
898 14590 14606 1.803
899 14590 14607 2.358
900 14590 14608 0.9
901 14590 14609 1.368
902 14590 14610 0.582
903 14590 14611 0.915
904 14590 14612 0.771
905 14590 14613 3.309
906 14590 14614 3.813
907 14590 14615 7.179
908 14590 14616 4.275
909 14590 14617 2.409
910 14590 14618 0.615
911 14590 14619 2.313
912 14590 14620 2.586
913 14590 14621 2.307
914 14590 14622 2.772
915 14590 14623 2.265
916 14590 14624 0.714
917 14590 14625 0.372
918 14590 14626 0.702
919 14590 14627 0.777
920 14590 14628 0.663
921 14590 14629 0.858
922 14590 14630 0.75
923 14590 14631 1.656
924 14590 14632 1.179
925 14590 14633 0.306
926 14590 14634 0.411
927 14590 14635 0.996
928 14590 14636 0.282
929 14590 14637 1.296
930 14590 14638 0.981
931 14590 14639 2.118
932 14590 14640 0.432
933 14590 14641 0.747
934 14590 14642 0.69
935 14590 14643 1.203
936 14590 14644 1.638
937 14590 14645 0.897
938 14590 14646 0.525
939 14590 14647 2.727
940 14590 14648 0.96
941 14590 14649 1.422
942 14590 14650 0.912
943 14590 14651 0.186
944 14590 14652 0.477
945 14590 14653 1.752
946 14590 14654 1.779
947 14590 14655 0.609
948 14590 14656 0.786
949 14590 14657 0.42
950 14590 14658 0.915
951 14590 14659 0.459
952 14590 14660 1.386
953 14590 14661 0.297
954 14590 14662 0.141
955 14590 14663 0.696
956 14590 14664 0.243
957 14590 14665 0.261
958 14590 14666 0.024
959 14590 14667 0.654
960 14590 14668 0.633
961 14590 14669 0.15
962 14590 14670 0.027
963 14590 14671 1.575
964 14590 14672 1.338
965 14590 14673 1.386
966 14590 14674 0.708
967 14590 14675 0.294
968 14590 14676 0.879
969 14590 14677 0.072
970 14590 14678 0.027
971 14591 14581 9.309
972 14591 14582 10.116
973 14591 14583 20.28
974 14591 14584 14.016
975 14591 14585 14.337
976 14591 14586 10.572
977 14591 14587 4.821
978 14591 14588 5.454
979 14591 14589 5.778
980 14591 14590 7.998
981 14591 14592 7.155
982 14591 14593 6.153
983 14591 14594 12.291
984 14591 14595 9.252
985 14591 14596 4.476
986 14591 14597 6.138
987 14591 14598 14.649
988 14591 14599 32.067
989 14591 14600 23.394
990 14591 14601 29.868
991 14591 14602 2.499
992 14591 14603 4.923
993 14591 14604 5.271
994 14591 14605 5.583
995 14591 14606 4.137
996 14591 14607 4.866
997 14591 14608 1.806
998 14591 14609 3.444
999 14591 14610 1.566
1000 14591 14611 2.154
1001 14591 14612 1.734
1002 14591 14613 8.256
1003 14591 14614 9.015
1004 14591 14615 16.602
1005 14591 14616 9.735
1006 14591 14617 5.946
1007 14591 14618 1.365
1008 14591 14619 5.697
1009 14591 14620 6.666
1010 14591 14621 5.727
1011 14591 14622 7.713
1012 14591 14623 5.778
1013 14591 14624 1.866
1014 14591 14625 0.957
1015 14591 14626 2.031
1016 14591 14627 2.091
1017 14591 14628 2.196
1018 14591 14629 1.986
1019 14591 14630 2.949
1020 14591 14631 3.987
1021 14591 14632 3.927
1022 14591 14633 0.783
1023 14591 14634 1.5
1024 14591 14635 2.625
1025 14591 14636 1.107
1026 14591 14637 2.727
1027 14591 14638 1.785
1028 14591 14639 4.356
1029 14591 14640 0.933
1030 14591 14641 1.608
1031 14591 14642 1.536
1032 14591 14643 3.225
1033 14591 14644 4.167
1034 14591 14645 1.947
1035 14591 14646 1.755
1036 14591 14647 5.898
1037 14591 14648 3.306
1038 14591 14649 3.15
1039 14591 14650 3.018
1040 14591 14651 0.534
1041 14591 14652 1.038
1042 14591 14653 6.441
1043 14591 14654 3.399
1044 14591 14655 2.34
1045 14591 14656 1.632
1046 14591 14657 1.836
1047 14591 14658 1.998
1048 14591 14659 1.938
1049 14591 14660 2.991
1050 14591 14661 1.542
1051 14591 14662 0.636
1052 14591 14663 1.977
1053 14591 14664 0.873
1054 14591 14665 1.026
1055 14591 14666 0.519
1056 14591 14667 1.755
1057 14591 14668 2.496
1058 14591 14669 0.738
1059 14591 14670 0.375
1060 14591 14671 3.885
1061 14591 14672 3.918
1062 14591 14673 3.897
1063 14591 14674 1.773
1064 14591 14675 0.729
1065 14591 14676 2.619
1066 14591 14677 0.729
1067 14591 14678 0.249
1068 14592 14581 1.506
1069 14592 14582 1.086
1070 14592 14583 2.211
1071 14592 14584 2.814
1072 14592 14585 3.108
1073 14592 14586 2.616
1074 14592 14587 1.704
1075 14592 14588 1.665
1076 14592 14589 0.957
1077 14592 14590 3.807
1078 14592 14591 7.26
1079 14592 14593 0.795
1080 14592 14594 2.355
1081 14592 14595 1.89
1082 14592 14596 1.113
1083 14592 14597 1.716
1084 14592 14598 2.487
1085 14592 14599 4.71
1086 14592 14600 5.004
1087 14592 14601 3.588
1088 14592 14602 0.288
1089 14592 14603 0.429
1090 14592 14604 1.026
1091 14592 14605 1.497
1092 14592 14606 1.437
1093 14592 14607 0.981
1094 14592 14608 0.375
1095 14592 14609 1.425
1096 14592 14610 0.771
1097 14592 14611 0.915
1098 14592 14612 0.423
1099 14592 14613 2.403
1100 14592 14614 3
1101 14592 14615 2.589
1102 14592 14616 1.686
1103 14592 14617 1.578
1104 14592 14618 0.447
1105 14592 14619 1.518
1106 14592 14620 1.602
1107 14592 14621 1.221
1108 14592 14622 2.031
1109 14592 14623 1.386
1110 14592 14624 0.357
1111 14592 14625 0.228
1112 14592 14626 0.441
1113 14592 14627 0.417
1114 14592 14628 0.444
1115 14592 14629 0.573
1116 14592 14630 0.468
1117 14592 14631 0.84
1118 14592 14632 0.585
1119 14592 14633 0.195
1120 14592 14634 0.306
1121 14592 14635 0.171
1122 14592 14636 0.186
1123 14592 14637 1.161
1124 14592 14638 0.669
1125 14592 14639 1.716
1126 14592 14640 0.36
1127 14592 14641 0.408
1128 14592 14642 0.543
1129 14592 14643 1.005
1130 14592 14644 1.188
1131 14592 14645 0.645
1132 14592 14646 0.579
1133 14592 14647 1.605
1134 14592 14648 0.867
1135 14592 14649 0.939
1136 14592 14650 0.783
1137 14592 14651 0.036
1138 14592 14652 0.099
1139 14592 14653 1.698
1140 14592 14654 1.419
1141 14592 14655 0.633
1142 14592 14656 0.555
1143 14592 14657 0.42
1144 14592 14658 0.639
1145 14592 14659 0.426
1146 14592 14660 1.035
1147 14592 14661 0.324
1148 14592 14662 0.099
1149 14592 14663 0.618
1150 14592 14664 0.261
1151 14592 14665 0.354
