# id node_number1 node_number2 value
1109 12101 12329 2.715
1111 12101 12331 2.684
1114 12101 12334 1.067
1116 12101 12336 1.292
1118 12101 12338 1.234
1119 12101 12339 1.108
1121 12101 12341 1.472
1126 12101 12346 1.2
1141 12101 12361 1.066
1142 12101 12362 1.371
1144 12101 12364 1.509
1155 12101 12375 1.696
1158 12101 12378 1.041
1159 12101 12379 1.092
1160 12101 12380 1.443
1161 12101 12381 1.446
1162 12101 12382 1.302
1164 12101 12384 1.033
1179 12101 12399 1.285
1183 12101 12403 1.114
1186 12101 12406 1.361
1190 12101 12410 1.55
1195 12101 12415 1.503
1203 12101 12423 1.393
1215 12101 12435 1.631
1216 12101 12436 1.212
1222 12101 12442 1.121
1225 12101 12445 1.075
1228 12101 12448 1.035
1247 12101 12467 1.804
1250 12101 12470 1.113
1255 12101 12475 1.071
1264 12101 12484 1.484
1265 12101 12485 1.133
1274 12101 12494 1.024
1275 12101 12495 1.065
1276 12101 12496 1.038
1283 12101 12503 1.223
1315 12101 12535 1.145
1320 12101 12540 1.007
1322 12101 12542 1.43
1323 12101 12543 1.285
1325 12101 12545 1.146
1326 12101 12546 1
1329 12101 12549 2.494
1332 12101 12552 1.685
1345 12101 12565 3.271
1349 12101 12569 2.217
1351 12101 12571 1.275
1352 12101 12572 2.393
1353 12101 12573 2.771
1354 12101 12574 3.693
1362 12101 12582 2.493
1363 12101 12583 1.086
1364 12101 12584 1.528
1365 12101 12585 1.277
1366 12101 12586 3.087
1369 12101 12589 1.299
1370 12101 12590 1.298
1372 12101 12592 1.255
1373 12101 12593 1.225
1374 12101 12594 1.299
1377 12101 12597 1.529
1378 12101 12598 2.145
1379 12101 12599 1.098
1380 12101 12600 1.813
1381 12101 12601 1.701
1383 12101 12603 1.895
1386 12101 12606 2.436
1387 12101 12607 1.059
1389 12101 12609 1.487
1392 12101 12612 2.116
1394 12101 12614 2.222
1395 12101 12615 4.297
1396 12101 12616 3.636
1398 12101 12618 1.637
1400 12101 12620 1.648
1402 12101 12622 1.536
1428 12101 12648 1.138
1762 12102 12101 1.02
1764 12102 12104 2.259
1765 12102 12105 1.119
1766 12102 12106 1.832
1767 12102 12107 1.293
1768 12102 12108 1.091
1769 12102 12109 1.204
1770 12102 12110 2.182
1771 12102 12111 1.989
1772 12102 12112 1.945
1773 12102 12113 1.108
1774 12102 12114 1.522
1775 12102 12115 1.953
1796 12102 12136 1.339
1798 12102 12138 1.256
1802 12102 12142 1.855
1808 12102 12148 1.066
1914 12102 12254 1.084
1947 12102 12287 1.064
2225 12102 12565 2.167
2227 12102 12567 1.651
2229 12102 12569 1.83
2231 12102 12571 1.027
2232 12102 12572 1.188
2233 12102 12573 1.003
2234 12102 12574 1.427
2275 12102 12615 1.038
2279 12102 12619 2.206
2280 12102 12620 6.032
2281 12102 12621 2.645
2528 12102 12868 1.567
2642 12103 12101 1.196
2644 12103 12104 1.112
2646 12103 12106 1.163
2650 12103 12110 2.056
2651 12103 12111 1.108
2652 12103 12112 1.075
2655 12103 12115 1.18
2682 12103 12142 1.175
3403 12103 12863 1.012
3408 12103 12868 1.027
3521 12104 12100 1.5
3522 12104 12101 6.525
3523 12104 12102 2.25
3524 12104 12103 1.055
3525 12104 12105 1.768
3526 12104 12106 4.182
3527 12104 12107 2.439
3528 12104 12108 2.787
3529 12104 12109 4.636
3530 12104 12110 8.627
3531 12104 12111 4.742
3532 12104 12112 4.527
3533 12104 12113 3.258
3534 12104 12114 4.327
3535 12104 12115 3.995
3536 12104 12116 3.819
3537 12104 12117 1.396
3554 12104 12134 1.005
3556 12104 12136 1.639
3557 12104 12137 1.332
3558 12104 12138 1.562
3559 12104 12139 1.262
3562 12104 12142 1.352
3564 12104 12144 1.118
3566 12104 12146 2.08
3567 12104 12147 1.219
3568 12104 12148 1.707
3569 12104 12149 1.278
3607 12104 12187 1.504
3610 12104 12190 1.113
3611 12104 12191 1.065
3614 12104 12194 2.495
3615 12104 12195 1.997
3617 12104 12197 1.076
3622 12104 12202 1.32
3624 12104 12204 2.001
3625 12104 12205 1.07
3627 12104 12207 1.668
3628 12104 12208 1.216
3630 12104 12210 3.176
3631 12104 12211 1.282
3632 12104 12212 1.581
3634 12104 12214 1.494
3635 12104 12215 1.607
3636 12104 12216 1.45
3638 12104 12218 1.475
3639 12104 12219 1.431
3640 12104 12220 2.305
3641 12104 12221 1.577
3642 12104 12222 1.244
3643 12104 12223 2.225
3657 12104 12237 1.455
3659 12104 12239 3.939
3667 12104 12247 1.357
3672 12104 12252 1.082
3673 12104 12253 1.037
3674 12104 12254 1.632
3690 12104 12270 1.038
3696 12104 12276 4.473
3697 12104 12277 1.086
3699 12104 12279 7.435
3700 12104 12280 2.547
3707 12104 12287 1.372
3712 12104 12292 1.115
3714 12104 12294 1.158
3716 12104 12296 1.135
3718 12104 12298 1.082
3725 12104 12305 1.278
3739 12104 12319 2.96
3748 12104 12328 1.531
3751 12104 12331 1.229
3801 12104 12381 2.025
3985 12104 12565 1.4
3989 12104 12569 1.583
3993 12104 12573 1.184
3994 12104 12574 1.366
4002 12104 12582 1.241
4034 12104 12614 1.108
4035 12104 12615 1.502
4036 12104 12616 1.249
4402 12105 12101 4.124
4403 12105 12102 1.15
4405 12105 12104 2.079
4406 12105 12106 2.393
4408 12105 12108 1.443
4409 12105 12109 2.27
4410 12105 12110 3.921
4411 12105 12111 2.134
4412 12105 12112 2.596
4413 12105 12113 1.695
4414 12105 12114 2.023
4415 12105 12115 1.693
4416 12105 12116 2.032
4436 12105 12136 1.012
4438 12105 12138 1.041
4510 12105 12210 1.362
4539 12105 12239 1.383
4576 12105 12276 2.013
4579 12105 12279 3.694
4580 12105 12280 1.136
4869 12105 12569 1.127
4878 12105 12578 2.022
4886 12105 12586 1.431
5281 12106 12100 1.271
5282 12106 12101 6.793
5283 12106 12102 1.825
5284 12106 12103 1.104
5285 12106 12104 4.2
5286 12106 12105 2.1
5287 12106 12107 2.391
5288 12106 12108 2.982
5289 12106 12109 4.092
5290 12106 12110 6.88
5291 12106 12111 5.428
5292 12106 12112 4.059
5293 12106 12113 2.421
5294 12106 12114 4.165
5295 12106 12115 4.622
5296 12106 12116 2.81
5297 12106 12117 1.175
5305 12106 12125 1.047
5309 12106 12129 1.022
5314 12106 12134 1.255
5316 12106 12136 2.074
5317 12106 12137 1.418
5318 12106 12138 1.813
5319 12106 12139 1.451
5320 12106 12140 1.047
5322 12106 12142 1.817
5326 12106 12146 1.944
5327 12106 12147 1.133
5328 12106 12148 1.787
5329 12106 12149 1.362
5367 12106 12187 1.408
5374 12106 12194 2.234
5375 12106 12195 1.723
5382 12106 12202 1.212
5384 12106 12204 1.896
5387 12106 12207 1.381
5388 12106 12208 1.121
5390 12106 12210 2.757
5391 12106 12211 1.264
5392 12106 12212 1.415
5394 12106 12214 1.628
5395 12106 12215 1.67
5396 12106 12216 1.453
5398 12106 12218 1.506
5399 12106 12219 1.542
5400 12106 12220 2.443
5401 12106 12221 1.587
5402 12106 12222 1.4
5403 12106 12223 2.139
5417 12106 12237 1.13
5419 12106 12239 2.662
5423 12106 12243 1.151
5427 12106 12247 1.676
5430 12106 12250 1.028
5432 12106 12252 1.217
5433 12106 12253 1.191
5434 12106 12254 1.944
5450 12106 12270 1.258
5456 12106 12276 2.998
5459 12106 12279 4.173
5467 12106 12287 1.73
5472 12106 12292 1.33
5474 12106 12294 1.083
5485 12106 12305 1.361
5487 12106 12307 1.088
5499 12106 12319 2.783
5508 12106 12328 1.352
5555 12106 12375 1.07
5560 12106 12380 1.109
5561 12106 12381 1.937
5565 12106 12385 1.385
5745 12106 12565 1.675
5747 12106 12567 1.03
5749 12106 12569 1.861
5753 12106 12573 1.056
5754 12106 12574 1.406
5762 12106 12582 1.288
5794 12106 12614 1.161
5795 12106 12615 1.812
5796 12106 12616 1.514
6161 12107 12100 1.096
6162 12107 12101 5.923
6163 12107 12102 1.326
6165 12107 12104 2.794
6167 12107 12106 2.672
6168 12107 12108 1.983
6169 12107 12109 2.789
6170 12107 12110 4.135
6171 12107 12111 2.814
6172 12107 12112 3.11
6173 12107 12113 1.981
6174 12107 12114 2.673
6175 12107 12115 2.353
6176 12107 12116 2.64
6177 12107 12117 1.039
6194 12107 12134 1.118
6196 12107 12136 1.381
6198 12107 12138 1.347
6202 12107 12142 1.44
6206 12107 12146 1.119
6207 12107 12147 1.123
6208 12107 12148 1.005
6209 12107 12149 1.167
6254 12107 12194 1.119
6255 12107 12195 1.082
6264 12107 12204 1.183
6270 12107 12210 1.79
6280 12107 12220 1.005
6299 12107 12239 1.518
6336 12107 12276 1.811
6339 12107 12279 3.68
6441 12107 12381 1.037
6625 12107 12565 1.098
6629 12107 12569 1.485
7042 12108 12101 3.735
7043 12108 12102 1.091
7045 12108 12104 2.921
7046 12108 12105 1.187
7047 12108 12106 3.082
7048 12108 12107 1.669
7049 12108 12109 1.688
7050 12108 12110 4.689
7051 12108 12111 2.052
7052 12108 12112 2.781
7053 12108 12113 1.859
7054 12108 12114 2.44
7055 12108 12115 1.895
7056 12108 12116 1.532
7069 12108 12129 1.214
7070 12108 12130 1.054
7074 12108 12134 1.313
7076 12108 12136 1.273
7078 12108 12138 1.068
7079 12108 12139 1.045
7082 12108 12142 1.744
7088 12108 12148 1.151
7097 12108 12157 1.097
7150 12108 12210 1.079
7321 12108 12381 1.083
7505 12108 12565 1.073
7507 12108 12567 1.053
7509 12108 12569 1.69
7574 12108 12634 1.029
7801 12108 12861 1.134
7803 12108 12863 1.087
7808 12108 12868 1.179
7922 12109 12101 5.475
7923 12109 12102 1.239
7925 12109 12104 5.159
7926 12109 12105 2.257
7927 12109 12106 4.506
7928 12109 12107 2.772
7929 12109 12108 1.924
7930 12109 12110 5.22
7931 12109 12111 3.331
7932 12109 12112 4.857
7933 12109 12113 2.542
7934 12109 12114 4.117
7935 12109 12115 3.254
7936 12109 12116 1.702
7946 12109 12126 1.131
7949 12109 12129 1.416
7950 12109 12130 1.669
7951 12109 12131 1.036
7954 12109 12134 2.113
7956 12109 12136 2.718
7957 12109 12137 1.207
7958 12109 12138 2.23
7959 12109 12139 1.359
7960 12109 12140 1.304
7962 12109 12142 3.23
7966 12109 12146 1.391
7967 12109 12147 1.182
7968 12109 12148 1.546
7969 12109 12149 1.559
7971 12109 12151 1.053
7977 12109 12157 1.249
8014 12109 12194 1.044
8015 12109 12195 1.024
8024 12109 12204 1.319
8030 12109 12210 1.799
8039 12109 12219 1.066
8040 12109 12220 1.503
8063 12109 12243 1.015
8067 12109 12247 1.475
8072 12109 12252 1.126
8073 12109 12253 1.076
8074 12109 12254 1.841
8090 12109 12270 1.174
8099 12109 12279 1.037
8107 12109 12287 1.669
8112 12109 12292 1.225
8200 12109 12380 1.252
8201 12109 12381 1.302
8204 12109 12384 1.003
8205 12109 12385 1.344
8385 12109 12565 1.915
8387 12109 12567 1.671
8389 12109 12569 2.389
8394 12109 12574 1.206
8402 12109 12582 1.258
8434 12109 12614 1.055
8435 12109 12615 1.658
8436 12109 12616 1.472
8447 12109 12627 1.019
8448 12109 12628 1.133
8454 12109 12634 1.232
8468 12109 12648 1.404
8681 12109 12861 1.07
8688 12109 12868 1.477
8801 12110 12100 1.868
8802 12110 12101 12.238
8803 12110 12102 2.173
8804 12110 12103 1.959
8805 12110 12104 8.627
8806 12110 12105 3.458
8807 12110 12106 6.857
8808 12110 12107 3.718
8809 12110 12108 4.519
8810 12110 12109 4.754
8811 12110 12111 6.727
8812 12110 12112 8.207
8813 12110 12113 4.505
8814 12110 12114 6.844
8815 12110 12115 7.529
8816 12110 12116 4.1
8817 12110 12117 1.936
8825 12110 12125 1.509
8826 12110 12126 1.512
8829 12110 12129 2.653
8830 12110 12130 2.196
8831 12110 12131 1.55
8833 12110 12133 1.605
8834 12110 12134 3.084
8836 12110 12136 3.877
8837 12110 12137 2.498
8838 12110 12138 3.478
8839 12110 12139 2.719
8840 12110 12140 1.92
8841 12110 12141 1.276
8842 12110 12142 4.631
8844 12110 12144 1.211
8846 12110 12146 3.343
8847 12110 12147 2.231
8848 12110 12148 3.441
8849 12110 12149 2.558
8850 12110 12150 1.42
8851 12110 12151 1.672
8852 12110 12152 2.034
8857 12110 12157 1.391
8886 12110 12186 1.095
8887 12110 12187 2.048
8890 12110 12190 1.143
8894 12110 12194 2.597
8895 12110 12195 2.18
8897 12110 12197 1.215
8899 12110 12199 1.196
8902 12110 12202 1.34
8904 12110 12204 2.367
8905 12110 12205 1.214
8906 12110 12206 1.132
8907 12110 12207 1.623
8908 12110 12208 1.482
8909 12110 12209 1.138
8910 12110 12210 3.569
8911 12110 12211 1.648
8912 12110 12212 1.498
8914 12110 12214 1.646
8915 12110 12215 1.588
8916 12110 12216 1.399
8918 12110 12218 1.506
8919 12110 12219 1.865
8920 12110 12220 2.855
8921 12110 12221 1.732
8922 12110 12222 1.747
8923 12110 12223 2.322
8937 12110 12237 1.036
8939 12110 12239 2.241
8943 12110 12243 1.785
8944 12110 12244 1.491
8945 12110 12245 1.466
8947 12110 12247 2.598
8950 12110 12250 1.601
8952 12110 12252 1.901
8953 12110 12253 1.844
8954 12110 12254 3.04
8961 12110 12261 1.095
8964 12110 12264 1.232
8970 12110 12270 1.983
8976 12110 12276 2.531
8979 12110 12279 4.296
8984 12110 12284 1.132
8987 12110 12287 2.685
8992 12110 12292 2.074
9005 12110 12305 1.388
9007 12110 12307 1.226
9044 12110 12344 1.123
9046 12110 12346 1.251
9064 12110 12364 1.365
9075 12110 12375 1.279
9080 12110 12380 1.456
9081 12110 12381 2.539
9084 12110 12384 1.057
9085 12110 12385 1.44
9103 12110 12403 1.155
9110 12110 12410 1.169
9135 12110 12435 1.315
9167 12110 12467 1.244
9249 12110 12549 1.514
9252 12110 12552 1.035
9264 12110 12564 1.405
9265 12110 12565 3.715
9267 12110 12567 3.155
9268 12110 12568 1.464
9269 12110 12569 4.458
9270 12110 12570 1.093
9271 12110 12571 2.075
9272 12110 12572 1.492
9273 12110 12573 2.038
9274 12110 12574 2.679
9282 12110 12582 2.003
9290 12110 12590 1.009
9297 12110 12597 1.017
9298 12110 12598 1.275
9300 12110 12600 1.179
9301 12110 12601 1.169
9303 12110 12603 1.133
9306 12110 12606 1.532
9312 12110 12612 1.435
9314 12110 12614 1.794
9315 12110 12615 2.827
9316 12110 12616 2.344
9318 12110 12618 1.1
9320 12110 12620 1.426
9322 12110 12622 1.192
9323 12110 12623 1.034
9324 12110 12624 1.059
9326 12110 12626 1.282
9327 12110 12627 1.364
9328 12110 12628 1.784
9334 12110 12634 1.705
9338 12110 12638 1.076
9347 12110 12647 1.008
9348 12110 12648 1.743
9568 12110 12868 1.853
9681 12111 12100 1.579
9682 12111 12101 9.103
9683 12111 12102 2.039
9684 12111 12103 1.114
9685 12111 12104 5.356
9686 12111 12105 2.133
9687 12111 12106 5.998
9688 12111 12107 2.811
9689 12111 12108 2.41
9690 12111 12109 3.349
9691 12111 12110 7.398
9692 12111 12112 4.757
9693 12111 12113 3.546
9694 12111 12114 3.957
9695 12111 12115 3.876
9696 12111 12116 3.87
9697 12111 12117 2
9705 12111 12125 1.187
9706 12111 12126 1.506
9709 12111 12129 2.022
9710 12111 12130 2.069
9711 12111 12131 1.012
9713 12111 12133 1.185
9714 12111 12134 2.758
9716 12111 12136 2.336
9717 12111 12137 1.155
9718 12111 12138 2.4
9719 12111 12139 1.354
9720 12111 12140 1.299
9722 12111 12142 3.483
9726 12111 12146 1.597
9727 12111 12147 1.667
9728 12111 12148 1.701
9729 12111 12149 1.84
9731 12111 12151 1.366
9732 12111 12152 1.86
9737 12111 12157 1.218
9775 12111 12195 1.007
9784 12111 12204 1.224
9790 12111 12210 2.165
9834 12111 12254 1.323
9859 12111 12279 1.428
9867 12111 12287 1.023
9921 12111 12341 1.06
9960 12111 12380 1.033
9961 12111 12381 1.62
10145 12111 12565 1.922
10147 12111 12567 2.093
10149 12111 12569 3.457
10151 12111 12571 1.32
10154 12111 12574 1.171
10162 12111 12582 1.355
10195 12111 12615 1.189
10206 12111 12626 1.106
10207 12111 12627 1.234
10228 12111 12648 1.326
10441 12111 12861 1.031
10448 12111 12868 2.593
10561 12112 12100 1.457
10562 12112 12101 8.65
10563 12112 12102 1.937
10564 12112 12103 1.016
10565 12112 12104 4.539
10566 12112 12105 2.177
10567 12112 12106 4.048
10568 12112 12107 2.685
10569 12112 12108 2.654
10570 12112 12109 4.342
10571 12112 12110 8.221
10572 12112 12111 4.167
10573 12112 12113 2.318
10574 12112 12114 2.951
10575 12112 12115 3.887
10576 12112 12116 3.442
10577 12112 12117 1.462
10585 12112 12125 1.294
10596 12112 12136 1.39
10597 12112 12137 1.107
10598 12112 12138 1.093
10602 12112 12142 1.048
10606 12112 12146 1.364
10608 12112 12148 1.146
10647 12112 12187 1.003
10654 12112 12194 1.881
10655 12112 12195 1.592
10657 12112 12197 1.005
10662 12112 12202 1.096
10664 12112 12204 1.843
10667 12112 12207 1.552
10668 12112 12208 1.083
10670 12112 12210 3.336
10671 12112 12211 1.43
10672 12112 12212 1.708
10674 12112 12214 1.552
10675 12112 12215 1.585
10676 12112 12216 1.347
10678 12112 12218 1.298
10679 12112 12219 1.426
10680 12112 12220 2.209
10681 12112 12221 1.508
10682 12112 12222 1.169
10683 12112 12223 2.232
10697 12112 12237 1.164
10699 12112 12239 3.508
10707 12112 12247 1.157
10714 12112 12254 1.422
10736 12112 12276 2.187
10739 12112 12279 4.552
10747 12112 12287 1.163
10754 12112 12294 1.341
10756 12112 12296 1.574
10758 12112 12298 1.34
10765 12112 12305 1.606
10767 12112 12307 1.162
10776 12112 12316 1.086
10779 12112 12319 3.652
10782 12112 12322 1.404
10788 12112 12328 1.867
10791 12112 12331 1.664
10833 12112 12373 1.003
10835 12112 12375 1.09
10840 12112 12380 1.234
10841 12112 12381 2.602
10845 12112 12385 2.11
10855 12112 12395 1.72
10856 12112 12396 1.033
10859 12112 12399 1.533
10909 12112 12449 1.193
10912 12112 12452 1.34
11042 12112 12582 1.108
11075 12112 12615 1.301
11076 12112 12616 1.053
11442 12113 12101 5.474
11443 12113 12102 1.139
11445 12113 12104 3.637
11446 12113 12105 1.687
11447 12113 12106 2.667
11448 12113 12107 1.97
11449 12113 12108 2.132
11450 12113 12109 2.545
11451 12113 12110 4.949
11452 12113 12111 3.528
11453 12113 12112 2.604
11454 12113 12114 2.28
11455 12113 12115 2.862
11456 12113 12116 1.579
11476 12113 12136 1.618
11478 12113 12138 1.272
11482 12113 12142 1.318
11534 12113 12194 1.292
11535 12113 12195 1.064
11544 12113 12204 1.4
11550 12113 12210 1.918
11552 12113 12212 1.001
11554 12113 12214 1.154
11555 12113 12215 1.153
11559 12113 12219 1.093
11560 12113 12220 1.637
11561 12113 12221 1.059
11563 12113 12223 1.047
11579 12113 12239 1.485
11587 12113 12247 1.027
11594 12113 12254 1.303
11616 12113 12276 1.095
11619 12113 12279 1.972
11627 12113 12287 1.164
11645 12113 12305 1.115
11659 12113 12319 1.904
11720 12113 12380 1.173
11721 12113 12381 1.343
11725 12113 12385 1.517
11735 12113 12395 1.09
11789 12113 12449 1.276
11792 12113 12452 1.105
11909 12113 12569 1.026
11955 12113 12615 1.177
11956 12113 12616 1.037
12321 12114 12100 1.041
12322 12114 12101 7.12
12323 12114 12102 1.518
12325 12114 12104 4.369
12326 12114 12105 1.679
12327 12114 12106 4.176
12328 12114 12107 2.282
12329 12114 12108 2.342
12330 12114 12109 3.66
12331 12114 12110 6.893
12332 12114 12111 3.429
12333 12114 12112 2.973
12334 12114 12113 2.017
12335 12114 12115 2.849
12336 12114 12116 2.559
12337 12114 12117 1.332
12345 12114 12125 1.338
12356 12114 12136 1.173
12377 12114 12157 1.101
12414 12114 12194 1.132
12415 12114 12195 1.069
12424 12114 12204 1.351
12427 12114 12207 1.113
12430 12114 12210 2.693
12431 12114 12211 1.234
12432 12114 12212 1.369
12434 12114 12214 1.169
12435 12114 12215 1.16
12439 12114 12219 1.142
12440 12114 12220 1.686
12441 12114 12221 1.109
12443 12114 12223 1.759
12459 12114 12239 2.134
12474 12114 12254 1.14
12499 12114 12279 2.171
12516 12114 12296 1.302
12518 12114 12298 1.015
12525 12114 12305 1.397
12527 12114 12307 1.045
12536 12114 12316 1.033
12539 12114 12319 2.761
12548 12114 12328 1.272
12593 12114 12373 1.045
12595 12114 12375 1.019
12600 12114 12380 1.259
12601 12114 12381 2.452
12605 12114 12385 2.451
12612 12114 12392 1.232
12615 12114 12395 1.999
12616 12114 12396 1.354
12619 12114 12399 3.69
12669 12114 12449 2.531
12671 12114 12451 1.753
12672 12114 12452 2.031
12835 12114 12615 1.043
13201 12115 12100 1.136
13202 12115 12101 7.322
13203 12115 12102 1.996
13204 12115 12103 1.187
13205 12115 12104 4.324
13206 12115 12105 1.694
13207 12115 12106 4.951
13208 12115 12107 2.352
13209 12115 12108 2.144
13210 12115 12109 3.271
13211 12115 12110 8.031
13212 12115 12111 3.877
13213 12115 12112 4.241
13214 12115 12113 2.876
13215 12115 12114 3.138
13216 12115 12116 2.581
13217 12115 12117 1.077
13225 12115 12125 1.584
13230 12115 12130 1.012
13234 12115 12134 1.634
13236 12115 12136 1.819
13238 12115 12138 1.359
13242 12115 12142 1.86
13255 12115 12155 1.482
13257 12115 12157 1.837
13273 12115 12173 1.219
13304 12115 12204 1.214
13310 12115 12210 2.473
13311 12115 12211 1.161
13312 12115 12212 1.04
13320 12115 12220 1.213
13354 12115 12254 1.14
13480 12115 12380 1.643
13481 12115 12381 2.232
13484 12115 12384 1.147
13485 12115 12385 2.364
13549 12115 12449 3.36
13551 12115 12451 1.643
13552 12115 12452 1.464
13669 12115 12569 1.326
13682 12115 12582 1.152
13715 12115 12615 1.046
13726 12115 12626 1.128
13747 12115 12647 1.085
13748 12115 12648 1.443
14082 12116 12101 2.221
14085 12116 12104 3.869
14086 12116 12105 1.917
14087 12116 12106 2.841
14088 12116 12107 2.501
14089 12116 12108 1.536
14090 12116 12109 1.608
14091 12116 12110 4.151
14092 12116 12111 3.677
14093 12116 12112 3.485
14094 12116 12113 1.494
14095 12116 12114 2.587
14096 12116 12115 2.469
14114 12116 12134 1.166
14116 12116 12136 1.988
14118 12116 12138 1.441
14119 12116 12139 1.154
14122 12116 12142 2.035
14126 12116 12146 1.036
14128 12116 12148 1.198
14137 12116 12157 1.063
14138 12116 12158 1.056
14184 12116 12204 1.03
14190 12116 12210 1.114
14194 12116 12214 1.125
14195 12116 12215 1.026
14199 12116 12219 1.135
14200 12116 12220 1.641
14202 12116 12222 1.053
14203 12116 12223 1.214
14223 12116 12243 1.129
14227 12116 12247 1.631
14232 12116 12252 1.035
14233 12116 12253 1.051
14234 12116 12254 1.807
14250 12116 12270 1.201
14267 12116 12287 1.731
14272 12116 12292 1.244
14299 12116 12319 1.19
14360 12116 12380 1.054
14364 12116 12384 1.13
14365 12116 12385 1.803
14429 12116 12449 1.966
14432 12116 12452 2.384
14545 12116 12565 1.267
14549 12116 12569 1.41
14595 12116 12615 1.687
14596 12116 12616 1.467
14608 12116 12628 1.111
14614 12116 12634 1.09
14628 12116 12648 1.139
14965 12117 12104 1.384
14967 12117 12106 1.166
14968 12117 12107 1.149
14971 12117 12110 1.92
14972 12117 12111 2.211
14973 12117 12112 1.45
14975 12117 12114 1.322
14976 12117 12115 1.192
14996 12117 12136 1.116
15002 12117 12142 1.243
15309 12117 12449 1.514
15311 12117 12451 1.038
15312 12117 12452 1.833
15865 12118 12125 1.755
16745 12119 12125 2.025
17622 12120 12122 5.39
17623 12120 12123 1.417
17624 12120 12124 1.04
17625 12120 12125 7.755
17630 12120 12130 1.278
17631 12120 12131 1.011
17634 12120 12134 1.285
17636 12120 12136 2.075
17638 12120 12138 1.179
17642 12120 12142 2.189
17648 12120 12148 1.212
17649 12120 12149 1.078
17723 12120 12223 1.041
17754 12120 12254 1.105
17787 12120 12287 1.091
17884 12120 12384 1.15
18049 12120 12549 1.116
18065 12120 12565 3.344
18067 12120 12567 2.153
18068 12120 12568 4.318
18069 12120 12569 6.421
18115 12120 12615 1.257
18361 12120 12861 1.35
18363 12120 12863 1.795
18368 12120 12868 1.122
18501 12121 12120 1.242
18502 12121 12122 2.343
18503 12121 12123 1.169
18505 12121 12125 4.402
19381 12122 12120 6.391
19382 12122 12121 2.027
19383 12122 12123 5.459
19384 12122 12124 4.076
19385 12122 12125 20.515
19396 12122 12136 1.021
19415 12122 12155 1.05
19464 12122 12204 1.376
19470 12122 12210 2.212
19471 12122 12211 1.186
19472 12122 12212 1.336
19474 12122 12214 1.468
19475 12122 12215 1.466
19479 12122 12219 1.329
19480 12122 12220 1.817
19481 12122 12221 1.094
19483 12122 12223 2.303
19499 12122 12239 1.655
19514 12122 12254 1.082
19547 12122 12287 1.035
19565 12122 12305 1.393
19567 12122 12307 1.078
19568 12122 12308 1.179
19573 12122 12313 1.026
19588 12122 12328 1.617
